CF_ITEMID,CF_ITEMNAME,CF_QUANTITY,CF_UNITNAME,CF_ITEMPRICELEVEL_PRICE,CF_SYSITEMGROUPL1ID,CF_SYSITEMGROUPL2ID,CF_SYSITEMGROUPL3ID,CF_SYSITEMGROUPL4ID,CF_SYSITEMGROUPL5ID,CF_ITEMGROUPL1_GROUPNAME,CF_ITEMGROUPL2_GROUPNAME,CF_ITEMGROUPL3_GROUPNAME,CF_ITEMGROUPL4_GROUPNAME,CF_ITEMGROUPL5_GROUPNAME,CF_ITEMGROUPL1_ORDINARY,CF_ITEMGROUPL2_ORDINARY,CF_ITEMGROUPL3_ORDINARY,CF_ITEMGROUPL4_ORDINARY,CF_ITEMGROUPL5_ORDINARY,CF_COMPANY,CF_BRANCHNAME
212-744192SP,MONROE (OE Spectrum) โช๊คหน้า ขวา SUZUKI SWIFT 12,1,ต้น,3000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744193SP,MONROE (OE Spectrum) โช๊คหน้า ซ้าย SUZUKI SWIFT 12,2,ต้น,3000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-G7110,"MONROE (Original) โช๊คหน้า ขวา NISSAN MARCH, ALMERA",2,ต้น,1900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-G7111,MONROE (Original) โช๊คหน้า ซ้าย NISSAN MARCHALMERA,2,ต้น,1900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1010,TRW ผ้าเบรก (R) HYUNDAI HYUNDAI ELANTRA,2,ชุด,1200,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1013,TRW ผ้าเบรก (F) NISSAN NV 91-on,3,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1017,"TRW ผ้าเบรก (F) NISSAN BIG M FRONTIER 3.0 4WD 01-07, URVAN 2.5-2.7 D E24 88-93",3,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1023,"TRW ผ้าเบรก (R) MITSUBISHI Ultima (E50) V6R, LANCER ท้ายเบนซ์ 1.8, Space Runner, Space Wagon 1.8, 2.0 GLXi 91-97",1,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1061,TRW ผ้าเบรก (F) HONDA ACCORD 98 2.4,3,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1844,"TRW ผ้าเบรก (R) CHEVROLET CRUZE 1.6, 1.8, 2.0",3,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB1847,TRW ผ้าเบรก (F) CHEVROLET CRUZE 2.0,1,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB233,"TRW ผ้าเบรก (F) TOYOTA HILUX LN30, RN40 81-83, HIACE LH24, RH24 78-85",2,ชุด,1300,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB252,"TRW ผ้าเบรก (F) MAZDA 323XG, FORD LASER 1.3, 1.6 82-85",1,ชุด,1300,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3045,"TRW ผ้าเบรก (R) MITSUBISHI LANCER E-car, NEW LANCER ไฟท้ายเบนซ์ 1.6",2,ชุด,1400,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3046,"TRW ผ้าเบรก (F) MITSUBISHI LANCER E-car 93-96, NEW LANCER ไฟท้ายเบนซ์ 1.5 CC.94",3,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3085,"TRW ผ้าเบรก (R) HONDA CIVIC 90, CITY, ท้ายตัด, ท้ายโด่ง, 3 ประตู, 96 VTEC, CITY 90, 02, 08-10, JAZZ 03, 08-10",6,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3103,TRW ผ้าเบรก (F) MAZDA MX 5 00-05,3,ชุด,2400,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3107,"TRW ผ้าเบรก (F) NISSAN CEFIRO A32 3.0 V6 95-98, STRADA L200 4WD 03-On (DIAMOND EYES)",1,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3124,TRW ผ้าเบรก (F) MITSUBISHI GRANDIS,2,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3132,"TRW ผ้าเบรก (F) SUZUKI VITARA IFT, HT 98-06",4,ชุด,1800,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3154,"TRW ผ้าเบรก (R) HONDA Accord, CRV 02, Stream/ 03-On",4,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3160,"TRW ผ้าเบรก (R) HONDA JAZZ 1.5 13 (GK3), NEW CITY 10-14, CITY CNG 12",2,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3171,TRW ผ้าเบรก (F) CHEVROLET OPTRA,3,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3175,"TRW ผ้าเบรก (R) HONDA ACCORD ตาเพชร 90-94, 94-97, 98, 2.0, 2.4, 3.0 VQ 03-07, STREAM 2.0 16V., CRV 94, CIVIC 1, 700 cc.98, DIMENSION, 06 1.8, 2.0, ODYSSEY 95",2,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB318,TRW ผ้าเบรก (F) NISSAN BIG M TD25,3,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3180,"TRW ผ้าเบรก (F) NISSAN SUNNY 1.5 94-97 (B14), PRESIA (R11)",3,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3191,TRW ผ้าเบรก (R) HONDA CIVIC 12 (C12),0,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB323,"TRW ผ้าเบรก (F) TOYOTA COROLLA ทุกรุ่น 85-96, AE110, 112 (Altis) 96-01, CORONA AT171 88-92",3,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3239,TRW ผ้าเบรก (R) MITSUBISHI NEW PAJERO SPORT 2.4D 18-,2,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3242,"TRW ผ้าเบรก (F) TOYOTA ALTIS 01-07 1.6, 1.8, VIOS 02-07 1.5, 1.6",4,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3243,"TRW ผ้าเบรก (R) TOYOTA ALTIS 02 1.8, VIOS 1.5",4,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3246,"TRW ผ้าเบรก (F) MITSUBISHI PAJERO WG 3.2, 3.5i (โชกุน) 99-on",3,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3247,"TRW ผ้าเบรก (R) MITSUBISHI PAJERO WG 3.2, 3.5i (โชกุน) 99-on, NEW LANCER EX (GS41) 1.8, 2.0 09, Space Wagon 2.4 ไมเว็กซ์ 04-on",2,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB325,"TRW ผ้าเบรก (F) HONDA CIVIC 90, CITY With Sensor Clip",4,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3268,"TRW ผ้าเบรก (F) HONDA ACCORD 2.0, 2.4, 3.0 VQ 03-07, 2.4i; 3.0 V6 VTEC 08-12, CIVIC 06 2.0, 12 (C12), STEPWAGON 2.0 12",4,ชุด,2000,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3287,"TRW ผ้าเบรก (F) MITSUBISHI CEDIA 04 up, NEW LANCER EX (GS41) 1.8, 2.0 09, Space Wagon 2.4 ไมเว็กซ์ 04-on",0,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3293,TRW ผ้าเบรก (F) NISSAN X-TRAIL,3,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3294,"TRW ผ้าเบรก (R) NISSAN TEANA VQ 2.3 04-on, X-TRAIL",1,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3318,TRW ผ้าเบรก (R) MAZDA MX 5 00-05,2,ชุด,2300,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3325,TRW ผ้าเบรก (F) HONDA CRV 02,3,ชุด,2100,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3330,TRW ผ้าเบรก (F) CHEVROLET AVEO,4,ชุด,1600,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3341,"TRW ผ้าเบรก (R) MITSUBISHI LANCER CEDIA 02-on (C55), CEDIA 04 up, (C32), (C53)",4,ชุด,1400,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3348,"TRW ผ้าเบรก (R) CHEVROLET OPTRA, AVEO",4,ชุด,1500,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
221-GDB3353,TRW ผ้าเบรก (F) FORD RANGER 2WD 98-02,2,ชุด,1700,5,19,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),221-ผ้าเบรก TRW,,,,6,6,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
301-SM-OFE003,กรองน้ำมันเครื่อง FORD FOCUS DIESEL 1.8-2.0 CC 04-14(6C1Q-6744BA),4,ลูก,180,6,25,,,,อะไหล่ หมวด 300 (น้ำมันเครื่อง กรองต่างๆ),301-กรองน้ำมันเครื่อง SPEED MATE,,,,7,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
301-SM-OFG002,"กรองน้ำมันเครื่อง CHEVROLET AVEO, OPTRA, CRUZE 1.6 CC, CAPTIVA รุ่นเก่า เบนซิน (96879797)",7,ลูก,300,6,25,,,,อะไหล่ หมวด 300 (น้ำมันเครื่อง กรองต่างๆ),301-กรองน้ำมันเครื่อง SPEED MATE,,,,7,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
301-SM-OFG005,กรองน้ำมันเครื่อง CHEVROLET CAPTIVA รุ่นเก่า ดีเซล CRUZE 2.0 CC(93743595),9,ลูก,300,6,25,,,,อะไหล่ หมวด 300 (น้ำมันเครื่อง กรองต่างๆ),301-กรองน้ำมันเครื่อง SPEED MATE,,,,7,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
