CF_ITEMID,CF_ITEMNAME,CF_QUANTITY,CF_UNITNAME,CF_ITEMPRICELEVEL_PRICE,CF_SYSITEMGROUPL1ID,CF_SYSITEMGROUPL2ID,CF_SYSITEMGROUPL3ID,CF_SYSITEMGROUPL4ID,CF_SYSITEMGROUPL5ID,CF_ITEMGROUPL1_GROUPNAME,CF_ITEMGROUPL2_GROUPNAME,CF_ITEMGROUPL3_GROUPNAME,CF_ITEMGROUPL4_GROUPNAME,CF_ITEMGROUPL5_GROUPNAME,CF_ITEMGROUPL1_ORDINARY,CF_ITEMGROUPL2_ORDINARY,CF_ITEMGROUPL3_ORDINARY,CF_ITEMGROUPL4_ORDINARY,CF_ITEMGROUPL5_ORDINARY,CF_COMPANY,CF_BRANCHNAME
201-JTY7517,TRW คันส่งกลาง TOYOTA TIGER 4 WD LN165,4,ตัว,2700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTY7518,TRW คันส่งกลาง ISUZU RODEO TFR 4 WD,4,ตัว,2600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTY7521,"TRW คันส่งกลาง NISSAN Frontier D22 (2.7, 3.0)",3,ตัว,3200,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-LSA100A,"TRW ลูกหมากกันโคลงหน้า2WD FORD NEW FORD RANGER 11 T6, MAZDA BT50 PRO (12-15)",4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-LSA101A,"TRW R-ลูกหมากกันโคลงหน้า4WD FORD NEW FORD RANGER 11 T6, MAZDA BT50 PRO (12-15)",4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-LSA102A,"TRW L-ลูกหมากกันโคลงหน้า4WD FORD NEW FORD RANGER 11 T6, MAZDA BT50 PRO (12-15)",4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
203-SE-4821,555 ลูกหมากคันชัก สั้น NISSAN FRONTIER 2WD เกลียวนอก,2,ตัว,850,5,80,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),203-ลูกหมาก 555,,,,6,3,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
203-SE-4822,555 ลูกหมากคันชัก ยาว NISSAN FRONTIER 2WD เกลียวนอก,2,ตัว,850,5,80,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),203-ลูกหมาก 555,,,,6,3,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
203-SE-4831,555 ลูกหมากคันชัก สั้น NISSAN FRONTIER 4WD เกลียวใน,2,ตัว,850,5,80,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),203-ลูกหมาก 555,,,,6,3,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
203-SE-4832,555 ลูกหมากคันชัก ยาว NISSAN FRONTIER 4WD เกลียวใน,2,ตัว,850,5,80,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),203-ลูกหมาก 555,,,,6,3,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
203-SE-N191,"555 ลูกหมากคันชัก สั้น NISSAN FRONTIER ZDI, D22T เกลียวใน",0,ตัว,850,5,80,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),203-ลูกหมาก 555,,,,6,3,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
203-SE-N192,"555 ลูกหมากคันชัก ยาว NISSAN FRONTIER ZDI, D22T เกลียวใน",2,ตัว,850,5,80,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),203-ลูกหมาก 555,,,,6,3,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
211-340053-D,"KYB (EXCEL G) โช๊คหน้า NISSAN NAVARA 2WD, 4WD 08 - GAS",2,ต้น,1750,5,17,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),211-โช๊ค KAYABA (KYB),,,,6,4,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
211-344493-D,KYB (EXCEL G) โช๊คหน้า TOYOTA COMMUTER 05 - GAS,0,ต้น,1150,5,17,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),211-โช๊ค KAYABA (KYB),,,,6,4,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
211-349111-D,KYB (EXCEL G) โช๊คหลัง NISSAN NAVARA 2WD 08 - GAS,2,ต้น,1300,5,17,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),211-โช๊ค KAYABA (KYB),,,,6,4,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
211-349112-D,KYB (EXCEL G) โช๊คหลัง NISSAN NAVARA 4WD 08 - GAS,2,ต้น,1400,5,17,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),211-โช๊ค KAYABA (KYB),,,,6,4,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
211-349212,"KYB (EXCEL G) โช๊คหลัง NISSAN SYLPHY, PULSAR",0,ต้น,2800,5,17,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),211-โช๊ค KAYABA (KYB),,,,6,4,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0606R,"MONROE (Reflex Black) โช๊คหลัง ISUZU D-MAX 4WD, HI-LANDER, FRONTIER 4WD, COLORADO 4WD, RANGER 2WD, THUNDER / FIGHTER 89-07",4,ต้น,1000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0619R,"MONROE (Reflex Black) โช๊คหน้า FORD RANGER 4WD, NEW FIGHTER",2,ต้น,1100,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0620R,"MONROE (Reflex Black) โช๊คหน้า ISUZU D-MAX 4WD, HI-LANDER, FRONTIER 4WD, STRADA 4WD, COLORADO 4WD, RANGER 2WD, THUNDER / FIGHTER, MAGNUM 89-07",0,ต้น,1000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0622R,"MONROE (Reflex Black) โช๊คหลัง TOYOTA MIGHTY-X, TIGER, LN56",2,ต้น,1100,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0623R,MONROE (Reflex Black) โช๊คหลัง TOYOTA TIGER 4WD,6,ต้น,1100,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0626R,"MONROE (Reflex Black) โช๊คหน้า ISUZU TFR (มังกรทอง) 2WD, BIG M TD25,27 / FRONTIER",4,ต้น,1100,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0627R,"MONROE (Reflex Black) โช๊คหลัง NISSAN BIG M TD25,27 / FRONTIER, MAGNUM",6,ต้น,1100,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0782R,MONROE (Reflex Black) โช๊คหลัง ISUZU All New D-MAX 2WD,6,ต้น,1200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0784R,"MONROE (Reflex Black) โช๊คหลัง ISUZU All New D-MAX 4WD HI-LANDADER, MU-X",8,ต้น,1500,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0785R,"MONROE (Reflex Black) โช๊คหน้า ISUZU All New D-MAX 4WD HI-LANDADER, MU-X",6,ต้น,1800,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0789R,"MONROE (Reflex Black) โช๊คหน้า FORD RANGER 4WD, MAZDA BT-50 4WD",2,ต้น,1400,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0791R,"MONROE (Reflex Black) โช๊คหน้า FORD RANGER 2WD (J97U), MAZDA BT-50 2WD",6,ต้น,1500,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0794R,"MONROE (Reflex Black) โช๊คหลัง FORD RANGER 2WD (J97U), MAZDA BT-50 2WD",2,ต้น,1200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0803R,MONROE (Reflex Black) โช๊คหน้า MITSUBISHI PAJERO SPORT,2,ต้น,1800,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-0858R,"MONROE (Reflex Black) โช๊คหลัง MITSUBISHI E-CAR GLX I, เอ็มจีคาร์ (MG-Car)",2,ต้น,1900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-15-8003R,MONROE (Reflex Black) โช๊คหลัง SUZUKI SWIFT 12,4,ต้น,2200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0614R,"MONROE (Reflex Black) โช๊คหน้า ขวา TOYOTA COROLLA EE100, AE101, EE110, AE111, AE112",1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0615R,"MONROE (Reflex Black) โช๊คหน้า ซ้าย TOYOTA COROLLA EE100, AE101, EE110, AE111, AE112",1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0616R,"MONROE (Reflex Black) โช๊คหลัง ขวา TOYOTA COROLLA EE100, AE101, EE110, AE111, AE112",3,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0617R,"MONROE (Reflex Black) โช๊คหลัง ซ้าย TOYOTA COROLLA EE100, AE101, EE110, AE111, AE112",1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0619R,"MONROE (Reflex Black) โช๊คหน้า ขวา MITSUBISHI E-CAR GLX I, เอ็มจีคาร์ (MG-Car)",1,ต้น,2600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0620R,"MONROE (Reflex Black) โช๊คหน้า ซ้าย MITSUBISHI E-CAR GLX I, เอ็มจีคาร์ (MG-Car)",1,ต้น,2600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0710R,MONROE (Reflex Black) โช๊คหน้า TOYOTA VIOS,4,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0714R,"MONROE (Reflex Black) โช๊คหน้า ขวา TOYOTA ALTIS E120 (ZZE 111, 112)",1,ต้น,1700,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0715R,"MONROE (Reflex Black) โช๊คหน้า ซ้าย TOYOTA ALTIS E120 (ZZE 111, 112)",1,ต้น,1700,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0719R,MONROE (Reflex Black) โช๊คหน้า ขวา HONDA NEW CITY,1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0720R,MONROE (Reflex Black) โช๊คหน้า ซ้าย HONDA NEW CITY,1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0721R,"MONROE (Reflex Black) โช๊คหน้า ขวา HONDA JAZZ, City 04-06, City ZX 07-08",0,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0722R,"MONROE (Reflex Black) โช๊คหน้า ซ้าย HONDA JAZZ, City 04-06, City ZX 07-08",0,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0730R,MONROE (Reflex Black) โช๊คหน้า ซ้าย TOYOTA New ALTIS E140,2,ต้น,2100,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0750R,MONROE (Reflex Black) โช๊คหน้า ซ้าย TOYOTA VIOS 08 / YARIS,0,ต้น,1900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0756R,MONROE (Reflex Black) โช๊คหน้า ขวา HONDA CIVIC FD 2006,1,ต้น,3900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0757R,MONROE (Reflex Black) โช๊คหน้า ซ้าย HONDA CIVIC FD 2006,1,ต้น,3900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0809R,"MONROE (Reflex Black) โช๊คหน้า ขวา HONDA CITY , JAZZ 09",1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-0810R,"MONROE (Reflex Black) โช๊คหน้า ซ้าย HONDA CITY , JAZZ 09",1,ต้น,2300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-8004R,MONROE (Reflex Black) โช๊คหน้า ขวา SUZUKI SWIFT 12,2,ต้น,3000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-35-8005R,MONROE (Reflex Black) โช๊คหน้า ซ้าย SUZUKI SWIFT 12,2,ต้น,3000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378019SP,"MONROE (OE Spectrum) โช๊คหลัง ISUZU D-MAX 2WD, COLORADO 2WD",6,ต้น,1200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378020SP,"MONROE (OE Spectrum) โช๊คหลัง ISUZU D-MAX 4WD, HI-LANDER, FRONTIER 4WD, COLORADO 4WD, RANGER 2WD, THUNDER / FIGHTER 89-07",4,ต้น,1200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378021SP,"MONROE (OE Spectrum) โช๊คหน้า ISUZU D-MAX 4WD, HI-LANDER, FRONTIER 4WD, STRADA 4WD, COLORADO 4WD, RANGER 2WD, THUNDER / FIGHTER, MAGNUM 89-07",12,ต้น,1200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378022SP,MONROE (OE Spectrum) โช๊คหลัง ISUZU All New D-MAX 2WD,2,ต้น,1500,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378023SP,"MONROE (OE Spectrum) โช๊คหลัง ISUZU All New D-MAX 4WD HI-LANDADER, MU-X",2,ต้น,1600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378024SP,"MONROE (OE Spectrum) โช๊คหลัง ISUZU MU-X, TRAILBLAZER",2,ต้น,2000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378031SP,MONROE (OE Spectrum) โช๊คหลัง TOYOTA VIOS 08 / YARIS,0,ต้น,1600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378036SP,MONROE (OE Spectrum) โช๊คหลัง TOYOTA VIGO 2WD,4,ต้น,1250,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378037SP,MONROE (OE Spectrum) โช๊คหลัง TOYOTA VIGO 4WD,4,ต้น,1200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378039SP,MONROE (OE Spectrum) โช๊คหลัง TOYOTA FORTUNER,4,ต้น,1600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-378042SP,MONROE (OE Spectrum) โช๊คหลัง MITSUBISHI TRITON 4WD,6,ต้น,1300,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744059SP,MONROE (OE Spectrum) โช๊คหน้า MITSUBISHI TRITON 4WD,2,ต้น,1700,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744066SP,"MONROE (OE Spectrum) โช๊คหน้า ขวา HONDA CITY , JAZZ 09",1,ต้น,2500,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744067SP,"MONROE (OE Spectrum) โช๊คหน้า ซ้าย HONDA CITY , JAZZ 09",1,ต้น,2500,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744074SP,MONROE (OE Spectrum) โช๊คหน้า ขวา HONDA MOBILIO,2,ต้น,2600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744075SP,MONROE (OE Spectrum) โช๊คหน้า ซ้าย HONDA MOBILIO,2,ต้น,2600,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744084SP,MONROE (OE Spectrum) โช๊คหน้า ขวา TOYOTA ALTIS 02,1,ต้น,2000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744085SP,MONROE (OE Spectrum) โช๊คหน้า ซ้าย TOYOTA ALTIS 02,1,ต้น,2000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744086SP,MONROE (OE Spectrum) โช๊คหลัง TOYOTA ALTIS 02,8,ต้น,1700,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744087SP,MONROE (OE Spectrum) โช๊คหลัง TOYOTA New ALTIS 08-13,2,ต้น,1800,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744088SP,MONROE (OE Spectrum) โช๊คหน้า ขวา TOYOTA New ALTIS 08,1,ต้น,1800,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744089SP,MONROE (OE Spectrum) โช๊คหน้า ซ้าย TOYOTA New ALTIS 08,1,ต้น,1800,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744094SP,MONROE (OE Spectrum) โช๊คหน้า ขวา HONDA CIVIC FD 2006,1,ตัว,2900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744095SP,MONROE (OE Spectrum) โช๊คหน้า ซ้าย HONDA CIVIC FD 2006,1,ต้น,2900,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744110SP,"MONROE (OE Spectrum) โช๊คหน้า ขวา HONDA JAZZ, City 04-06, City ZX 07-08",1,ต้น,3000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744111SP,"MONROE (OE Spectrum) โช๊คหน้า ซ้าย HONDA JAZZ, City 04-06, City ZX 07-08",1,ต้น,3000,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744132SP,MONROE (OE Spectrum) โช๊คหน้า ขวา HONDA CIVIC FB 2012,1,ต้น,3200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
212-744133SP,MONROE (OE Spectrum) โช๊คหน้า ซ้าย HONDA CIVIC FB 2012,1,ต้น,3200,5,18,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),212-โช๊ค MONROE,,,,6,5,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
